,TAXYEAR,PARCEL,SFRCONDO,COMPLEXID,INSPECTION,CLASS,STORIES,ROOMS,QUALITY,WALLS,ROOF,HEAT,COOL,BATHFIXTUR,PATIO,PATIONUMBE,CONDITION,SQFT,YEAR,GARAGE,GARAGECAPA,POOLAREA,MAIN,CONTROL,ACTUAL,LASTACTION,VALUATIONC,APPLICATION,ENHANCEMEN,ADJUSTMENT,APPRAISER,PHONE
3954,2020,116172540,S,9999,Jun  1 1981 12:00AM,1,1,8,1,7,7,8,2,3,9,0,2,1225,1938,9,0,0,71521,71521,57217,19811006,00,0125,0,1,Michael V.,724-7421
3955,2020,11617263A,S,9999,Jun  1 1981 12:00AM,1,1,7,1,7,7,1,1,3,3,1,1,1188,1954,9,0,0,73858,73858,59086,19811006,00,0125,0,1,Michael V.,724-7421
3956,2020,116172660,S,9999,Nov  1 2001 12:00AM,1,1,3,1,7,7,8,1,3,3,2,1,792,1935,9,0,0,66734,66734,53387,20090421,00,0125,0,1,Michael V.,724-7421
3957,2020,116172680,S,9999,Apr  1 1984 12:00AM,1,1,3,1,7,7,8,1,3,9,0,1,486,1940,1,2,0,65733,65733,52586,19841119,00,0125,0,1,Michael V.,724-7421
3958,2020,11618077A,S,9999,Aug  1 1965 12:00AM,1,1,5,1,0,7,8,2,3,3,1,1,699,1943,9,0,0,88576,88576,53146,20070207,00,0125,0,1,Michael V.,724-7421
3959,2020,116182880,S,9999,Sep  1 1982 12:00AM,1,1,3,1,0,7,8,1,5,3,1,1,704,1917,9,0,0,89284,89284,53570,20070207,00,0125,0,1,Michael V.,724-7421
3960,2020,116191840,S,9999,Jan  1 1966 12:00AM,1,1,3,1,2,7,8,2,3,9,0,1,723,1954,9,0,0,85729,85729,54009,20070207,00,0125,0,1,Michael V.,724-7421
3961,2020,116210650,S,9999,Sep  1 1965 12:00AM,1,1,3,1,3,7,8,2,3,3,1,1,659,1949,9,0,0,87620,87620,52572,20070207,00,0125,0,1,Michael V.,724-7421
3962,2020,116211580,S,9999,Dec  1 2007 12:00AM,1,1,3,1,7,1,9,9,3,9,0,1,981,1948,9,0,0,101749,101749,61049,20080206,00,0125,0,1,Michael V.,724-7421
3963,2020,116212200,S,9999,Jan 26 2016 12:00AM,1,1,3,1,0,7,8,2,3,9,0,1,380,1939,9,0,0,63659,63659,53474,20160126,00,0125,0,1,Michael V.,724-7421
3964,2020,11621283A,S,9999,Nov  1 1994 12:00AM,1,1,2,2,0,7,8,1,3,3,1,1,430,1933,9,0,0,53771,53771,33876,17530101,00,0125,0,1,Michael V.,724-7421
3965,2020,11621283B,S,9999,Nov  1 1994 12:00AM,1,1,7,1,4,7,8,1,3,9,0,1,1033,1931,9,0,0,93749,93749,59062,17530101,00,0125,0,1,Michael V.,724-7421
3966,2020,116212990,S,9999,Jun  1 1982 12:00AM,1,1,3,1,2,7,6,1,6,3,1,1,936,1947,9,0,0,93218,93218,58727,19900817,00,0125,0,1,Michael V.,724-7421
3967,2020,11706103B,S,9999,Dec 19 2012 12:00AM,1,1,3,2,4,1,9,9,3,9,0,2,1100,1946,9,0,0,132456,132456,105965,20121219,00,0125,0,1,Rachel V.,724-7427
3968,2020,11707044A,S,9999,Jan  5 2015 12:00AM,1,1,3,1,0,7,9,9,3,9,0,1,294,1935,9,0,0,50697,50697,40558,20150105,00,0125,0,1,Rachel V.,724-7427
3969,2020,117071860,S,9999,Dec 16 2011 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,600,1913,9,0,0,80555,80555,64444,20111216,00,0125,0,1,Rachel V.,724-7427
3970,2020,117091610,S,9999,Jan  5 2015 12:00AM,1,1,3,3,3,7,8,2,3,3,1,1,495,1940,9,0,0,80809,80809,64647,20150105,00,0125,0,1,Rachel V.,724-7427
3971,2020,11714383F,S,9999,Dec 24 2018 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,1040,1920,9,0,0,50510,119250,50510,20181227,OL,1227,0,1,Rachel V.,724-7427
3972,2020,117180560,S,9999,Sep 19 2013 12:00AM,1,1,6,1,3,6,9,9,3,3,1,1,765,1924,9,0,0,103953,103953,83162,20130920,00,0125,0,1,Rachel V.,724-7427
3973,2020,11718060A,S,9999,Dec  1 2009 12:00AM,1,1,3,1,7,3,9,9,3,9,0,1,837,1921,9,0,0,105099,105099,84079,20091209,00,0125,0,1,Rachel V.,724-7427
3974,2020,11803345C,S,9999,Jul  1 1985 12:00AM,1,1,4,1,0,1,5,1,3,9,0,1,864,1982,9,0,0,65382,65382,52306,20070213,00,0125,0,1,Rachel V.,724-7427
3975,2020,118040180,S,9999,Dec 24 2018 12:00AM,1,1,4,1,2,7,8,2,3,3,1,1,625,1950,9,0,0,17500,50868,17500,20181227,OL,1227,0,1,Rachel V.,724-7427
3976,2020,11804186A,S,9999,Jul  1 1985 12:00AM,1,1,2,1,0,7,8,2,3,3,1,1,432,1947,9,0,0,62233,62233,49786,20070207,00,0125,0,1,Rachel V.,724-7427
3977,2020,11806022C,S,9999,Mar  1 1995 12:00AM,1,1,6,1,3,6,8,1,6,9,0,1,1420,1946,3,2,0,68514,68514,54811,19930311,00,0125,0,1,Rachel V.,724-7427
3978,2020,118060390,S,9999,Jul  1 1989 12:00AM,1,1,6,2,2,7,8,2,3,3,2,1,1004,1950,9,0,0,57364,57364,45891,20070207,00,0125,0,1,Rachel V.,724-7427
3979,2020,118060410,S,9999,Sep 22 2015 12:00AM,1,1,4,2,0,1,1,1,3,9,0,1,576,1963,9,0,0,51570,51570,41256,20150922,00,0125,0,1,Rachel V.,724-7427
3980,2020,11807008E,S,9999,Jul  1 1985 12:00AM,1,1,4,1,2,3,8,1,3,3,1,1,955,1968,3,2,0,59373,59373,38592,20070207,00,0125,0,1,Rachel V.,724-7427
3981,2020,118080230,S,9999,Apr  1 1977 12:00AM,1,1,7,1,3,7,8,1,5,9,0,1,1360,1947,9,0,0,60999,60999,54899,19770728,00,0125,0,1,Rachel V.,724-7427
3982,2020,118080240,S,9999,Apr  1 1977 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,759,1931,9,0,0,46043,46043,41439,19770728,00,0125,0,1,Rachel V.,724-7427
3983,2020,11808066A,S,9999,Sep 18 2015 12:00AM,1,1,6,1,3,7,8,1,3,3,1,1,1200,1953,9,0,0,56261,56261,50635,20150922,00,0125,0,1,Rachel V.,724-7427
3984,2020,118080690,S,9999,Apr  1 1970 12:00AM,1,1,5,1,2,7,8,2,3,3,1,1,888,1952,9,0,0,47164,47164,42448,19831104,00,0125,0,1,Rachel V.,724-7427
3985,2020,118080740,S,9999,Apr  1 1977 12:00AM,1,1,5,1,2,7,8,1,3,9,0,1,1096,1951,3,1,0,54975,54975,49478,19770728,00,0125,0,1,Rachel V.,724-7427
3986,2020,118081080,S,9999,Apr  1 1977 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,1169,1952,9,0,0,52108,52108,46897,19900817,00,0125,0,1,Rachel V.,724-7427
3987,2020,118081180,S,9999,Jun 19 2017 12:00AM,1,1,3,1,0,7,8,2,3,3,1,1,580,1958,9,0,0,39993,39993,35994,20170808,00,0125,0,1,Rachel V.,724-7427
3988,2020,118081200,S,9999,Apr  1 1977 12:00AM,1,1,4,1,2,7,8,2,3,9,0,1,719,1953,9,0,0,45120,45120,40608,19770728,00,0125,0,1,Rachel V.,724-7427
3989,2020,118081210,S,9999,Apr  1 1977 12:00AM,1,1,7,1,3,7,8,1,6,9,0,1,916,1957,9,0,0,49759,49759,44783,19770728,00,0125,0,1,Rachel V.,724-7427
3990,2020,11809010S,S,9999,Aug  1 1985 12:00AM,1,1,4,1,3,7,8,2,3,9,0,1,733,1934,3,1,0,44528,44528,40075,19881027,00,0125,0,1,Rachel V.,724-7427
3991,2020,118090110,S,9999,Apr  1 1977 12:00AM,1,1,6,1,3,7,8,1,7,9,0,1,1328,1957,9,0,0,58106,58106,52295,19770728,00,0125,0,1,Rachel V.,724-7427
3992,2020,118090440,S,9999,Jan  9 2019 12:00AM,1,1,4,1,3,7,6,1,3,3,1,1,616,1939,9,0,0,38200,43034,38200,20190110,OL,0110,0,1,Rachel V.,724-7427
3993,2020,11811027A,S,9999,Jul  1 1985 12:00AM,1,1,5,1,0,7,6,1,3,3,2,1,926,1954,3,3,0,58970,58970,53073,19851030,00,0125,0,1,Rachel V.,724-7427
3994,2020,11811037A,S,9999,Feb  1 2004 12:00AM,1,1,11,1,3,7,1,1,6,9,0,1,1757,1961,3,1,0,94267,94267,84840,20040611,00,0125,0,1,Rachel V.,724-7427
3995,2020,118110420,S,9999,Sep  1 1982 12:00AM,1,1,7,1,4,7,1,1,3,3,1,1,1339,1954,9,0,0,64908,64908,58417,19820924,00,0125,0,1,Rachel V.,724-7427
3996,2020,118121220,S,9999,Jan 26 2015 12:00AM,1,1,3,1,3,7,8,2,3,3,1,1,347,1929,9,0,0,27036,27036,17925,20150127,00,0125,0,1,Rachel V.,724-7427
3997,2020,118122320,S,9999,Sep  1 1982 12:00AM,1,1,7,1,3,7,8,2,3,3,1,1,1058,1942,9,0,0,46649,46649,30928,19820924,00,0125,0,1,Rachel V.,724-7427
3998,2020,11820001A,S,9999,Jan 26 2015 12:00AM,1,1,3,2,3,7,1,2,3,9,0,1,576,1918,9,0,0,42776,42776,28360,20150127,00,0125,0,1,Rachel V.,724-7427
3999,2020,118200220,S,9999,Jan 26 2015 12:00AM,1,1,4,1,3,5,8,2,3,9,0,1,822,1944,9,0,0,41564,41564,27557,20150127,00,0125,0,1,Rachel V.,724-7427
4000,2020,118200240,S,9999,Jan 26 2015 12:00AM,1,1,3,2,3,7,8,2,3,3,1,1,528,1927,9,0,0,39585,39585,26245,20150127,00,0125,0,1,Rachel V.,724-7427
4001,2020,118220150,S,9999,Mar  1 2003 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,630,1920,9,0,0,38502,38502,25527,20070214,00,0125,0,1,Rachel V.,724-7427
4002,2020,118220380,S,9999,Jan  1 1980 12:00AM,1,1,8,1,3,7,8,1,6,3,1,1,1631,1945,9,0,0,59221,59221,39264,20070214,00,0125,0,1,Rachel V.,724-7427
4003,2020,118220820,S,9999,Sep  1 1965 12:00AM,1,1,4,1,3,7,8,1,3,9,0,1,775,1942,9,0,0,42809,42809,28382,20070214,00,0125,0,1,Rachel V.,724-7427
4004,2020,118221190,S,9999,Mar  1 2002 12:00AM,1,1,6,3,2,3,8,1,3,9,0,1,1006,1963,9,0,0,56309,56309,37333,20081024,00,0125,0,1,Rachel V.,724-7427
4005,2020,118221320,S,9999,Dec  1 2002 12:00AM,1,1,7,1,3,7,8,1,3,9,0,1,1475,1946,3,1,0,57445,57445,38086,20030206,00,0125,0,1,Rachel V.,724-7427
4006,2020,11822136A,S,9999,Jan 26 2015 12:00AM,1,1,4,1,7,7,9,1,3,3,1,1,563,1957,9,0,0,18663,18663,12374,20150127,00,0125,0,0.5,Rachel V.,724-7427
4007,2020,11822137B,S,9999,Jan 26 2015 12:00AM,1,1,4,1,7,7,9,1,3,3,1,1,563,1957,9,0,0,18663,18663,12374,20150127,00,0125,0,0.5,Rachel V.,724-7427
4008,2020,118221640,S,9999,Jan 26 2015 12:00AM,1,1,4,2,0,7,8,2,3,9,0,1,696,1930,9,0,0,43587,43587,28898,20150127,00,0125,0,1,Rachel V.,724-7427
4009,2020,118221900,S,9999,Jan 26 2015 12:00AM,1,1,3,2,3,7,8,2,3,9,0,1,532,1928,9,0,0,39099,39099,25923,20150127,00,0125,0,1,Rachel V.,724-7427
4010,2020,118221970,S,9999,Oct 23 2012 12:00AM,1,1,5,1,2,7,9,9,3,9,0,1,1443,1950,9,0,0,61880,61880,41026,20121029,00,0125,12230,1,Rachel V.,724-7427
4011,2020,118222300,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,8,2,3,3,2,1,900,1918,9,0,0,49693,49693,32946,20150127,00,0125,0,1,Rachel V.,724-7427
4012,2020,118222510,S,9999,Jan 26 2015 12:00AM,1,1,3,2,3,7,8,2,3,3,1,1,592,1952,9,0,0,41405,41405,27452,20150127,00,0125,0,1,Rachel V.,724-7427
4013,2020,11822258A,S,9999,Oct  1 2003 12:00AM,1,1,4,1,3,6,8,2,3,9,0,1,952,1951,9,0,0,40776,40776,27034,20031215,00,0125,0,1,Rachel V.,724-7427
4014,2020,118222700,S,9999,Sep  1 1965 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,1238,1937,9,0,0,49233,49233,32641,19751226,00,0125,0,1,Rachel V.,724-7427
4015,2020,118222760,S,9999,Jan 26 2015 12:00AM,1,1,4,2,7,7,8,2,3,9,0,1,789,1945,3,1,0,47291,47291,31354,20150127,00,0125,0,1,Rachel V.,724-7427
4016,2020,118222950,S,9999,May  1 2002 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,902,1957,9,0,0,48549,48549,32188,20021106,00,0125,0,1,Rachel V.,724-7427
4017,2020,118222990,S,9999,Jan 26 2015 12:00AM,1,1,3,2,0,7,8,2,3,3,1,1,722,1950,9,0,0,44844,44844,29732,20150127,00,0125,0,1,Rachel V.,724-7427
4018,2020,118223440,S,9999,Jan 26 2015 12:00AM,1,1,3,1,4,7,8,2,3,9,0,2,312,1966,9,0,0,28712,28712,19036,20150127,00,0125,0,1,Rachel V.,724-7427
4019,2020,118223460,S,9999,Jan  1 2007 12:00AM,1,1,4,1,3,0,8,1,3,3,1,1,992,1918,9,0,0,69653,69653,46180,20070129,00,0125,0,1,Rachel V.,724-7427
4020,2020,118223760,S,9999,Jul  1 2007 12:00AM,1,1,4,1,7,7,8,2,3,9,0,1,795,1918,9,0,0,37650,37650,24962,20070822,00,0125,0,1,Rachel V.,724-7427
4021,2020,118223780,S,9999,Mar  1 1966 12:00AM,1,1,4,1,2,7,8,2,3,3,1,1,752,1953,9,0,0,37297,37297,24728,19751226,00,0125,0,1,Rachel V.,724-7427
4022,2020,118223830,S,9999,Jan 26 2015 12:00AM,1,1,3,1,2,7,8,2,3,9,0,1,360,1966,9,0,0,26882,26882,17823,20150127,00,0125,0,1,Rachel V.,724-7427
4023,2020,118223840,S,9999,Jan 26 2015 12:00AM,1,1,4,1,3,7,8,2,3,3,1,1,598,1939,9,0,0,33820,33820,22423,20150127,00,0125,0,1,Rachel V.,724-7427
4024,2020,11822415C,S,9999,Jan 26 2015 12:00AM,1,1,3,1,7,3,8,1,3,9,0,1,378,1954,9,0,0,34571,34571,22921,20150127,00,0125,0,1,Rachel V.,724-7427
4025,2020,118230320,S,9999,Jul  1 1985 12:00AM,1,1,6,1,3,6,8,2,6,9,0,1,1339,1934,9,0,0,50906,50906,33751,19851030,00,0125,0,1,Rachel V.,724-7427
4026,2020,118230400,S,9999,Jan 26 2015 12:00AM,1,1,4,2,0,6,8,2,3,9,0,1,632,1944,3,1,0,43299,43299,28707,20150127,00,0125,0,1,Rachel V.,724-7427
4027,2020,118230570,S,9999,Oct 23 2012 12:00AM,1,1,4,3,3,7,8,2,3,3,1,1,885,1946,9,0,0,66257,66257,43928,20121029,00,0125,0,1,Rachel V.,724-7427
4028,2020,11823143A,S,9999,Jan 26 2015 12:00AM,1,1,3,2,7,7,6,2,3,9,0,1,443,1945,3,1,0,37773,37773,25043,20150127,00,0125,0,1,Rachel V.,724-7427
4029,2020,11823162B,S,9999,Sep 29 2015 12:00AM,1,1,5,1,3,7,8,1,3,9,0,1,751,1967,9,0,0,38960,38960,25830,20150930,00,0125,0,1,Rachel V.,724-7427
4030,2020,118231840,S,9999,Jan 26 2015 12:00AM,1,1,5,2,3,7,8,2,3,3,2,1,839,1956,9,0,0,48295,48295,32020,20150127,00,0125,0,1,Rachel V.,724-7427
4031,2020,11823215A,S,9999,Jul  1 1985 12:00AM,1,1,4,1,3,7,8,2,3,3,2,1,1278,1955,9,0,0,47705,47705,31628,19851030,00,0125,0,1,Rachel V.,724-7427
4032,2020,118232390,S,9999,Jan 26 2015 12:00AM,1,1,3,1,4,8,6,2,3,9,0,1,676,1954,9,0,0,38431,38431,25480,20150127,00,0125,0,1,Rachel V.,724-7427
4033,2020,11823270B,S,9999,Jan 26 2015 12:00AM,1,1,4,2,0,1,8,1,3,3,1,1,592,1937,9,0,0,42844,42844,28406,20150127,00,0125,0,1,Rachel V.,724-7427
4034,2020,118240060,S,9999,Dec 13 2011 12:00AM,1,1,4,1,3,7,9,9,3,9,0,1,752,1949,9,0,0,59605,59605,39518,20111213,00,0125,0,1,Rachel V.,724-7427
4035,2020,118240470,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,801,1945,9,0,0,46203,46203,30633,20150129,00,0125,0,1,Rachel V.,724-7427
4036,2020,118241140,S,9999,Jun  1 1985 12:00AM,1,1,5,1,2,7,8,1,3,9,0,1,990,1953,9,0,0,47381,47381,31414,19850730,00,0125,0,1,Rachel V.,724-7427
4037,2020,118241240,S,9999,Sep  1 1982 12:00AM,1,1,5,3,2,6,8,2,3,3,1,1,1295,1957,3,1,0,61387,61387,40700,20041022,00,0125,0,1,Rachel V.,724-7427
4038,2020,118241270,S,9999,Jan  1 2003 12:00AM,1,1,5,3,2,7,8,2,3,9,0,1,1295,1947,9,0,0,59359,59359,39355,20030121,00,0125,0,1,Rachel V.,724-7427
4039,2020,118242070,S,9999,Nov  1 1983 12:00AM,1,1,5,1,3,7,8,1,3,3,1,1,1448,1953,9,0,0,56268,56268,37306,19831202,00,0125,0,1,Rachel V.,724-7427
4040,2020,11824231C,S,9999,Jan 26 2015 12:00AM,1,1,3,2,2,7,8,2,3,9,0,1,520,1964,9,0,0,38754,38754,25694,20150127,00,0125,0,1,Rachel V.,724-7427
4041,2020,118242530,S,9999,Jan 26 2015 12:00AM,1,1,3,1,2,7,4,2,3,9,0,1,430,1975,9,0,0,34390,34390,22801,20150127,00,0125,0,1,Rachel V.,724-7427
4042,2020,118242540,S,9999,Jan  1 2007 12:00AM,1,1,5,1,7,7,8,1,3,9,0,1,1268,1961,9,0,0,75930,75930,50342,20070129,00,0125,0,1,Rachel V.,724-7427
4043,2020,118242550,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,9,9,3,3,1,1,730,1944,9,0,0,43102,43102,28577,20150127,00,0125,0,1,Rachel V.,724-7427
4044,2020,118242750,S,9999,Apr  1 1977 12:00AM,1,1,5,2,3,7,8,1,7,9,0,1,1261,1961,9,0,0,59352,59352,39350,20041022,00,0125,0,1,Rachel V.,724-7427
4045,2020,118242760,S,9999,Jan  1 2007 12:00AM,1,1,4,1,3,7,8,1,3,3,1,1,893,1959,9,0,0,63327,63327,41986,20070130,00,0125,0,1,Rachel V.,724-7427
4046,2020,118242920,S,9999,Dec  1 2005 12:00AM,1,1,5,2,7,7,1,2,3,9,0,1,864,1959,9,0,0,47361,47361,31400,20051216,00,0125,0,1,Rachel V.,724-7427
4047,2020,118243010,S,9999,Jan  1 2007 12:00AM,1,1,4,1,3,7,8,1,3,3,1,1,767,1948,9,0,0,63491,63491,42095,20070129,00,0125,0,1,Rachel V.,724-7427
4048,2020,118243190,S,9999,Jan 26 2015 12:00AM,1,1,5,1,0,7,8,1,3,3,1,1,684,1943,9,0,0,41257,41257,27353,20150127,00,0125,0,1,Rachel V.,724-7427
4049,2020,118250310,S,9999,Jan 26 2015 12:00AM,1,1,4,2,0,7,6,1,3,9,0,1,520,1945,9,0,0,40856,40856,27088,20150127,00,0125,0,1,Rachel V.,724-7427
4050,2020,118250680,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,8,2,3,3,1,1,793,1954,3,1,0,47992,47992,31819,20150127,00,0125,0,1,Rachel V.,724-7427
4051,2020,118250690,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,8,1,3,3,1,1,693,1956,3,1,0,47937,47937,31782,20150127,00,0125,0,1,Rachel V.,724-7427
4052,2020,118251200,S,9999,Mar  1 2003 12:00AM,1,1,4,2,2,7,6,1,3,9,0,1,1008,1953,9,0,0,53852,53852,35704,20031024,00,0125,0,1,Rachel V.,724-7427
4053,2020,118251320,S,9999,Mar  1 2003 12:00AM,1,1,5,2,3,7,1,1,3,3,1,1,958,1948,9,0,0,56653,56653,37561,20031027,00,0125,0,1,Rachel V.,724-7427
4054,2020,118251330,S,9999,Feb  1 1977 12:00AM,1,1,4,1,0,7,1,1,3,9,0,1,937,1949,9,0,0,49185,49185,32610,19770728,00,0125,0,1,Rachel V.,724-7427
4055,2020,118252080,S,9999,May  1 1987 12:00AM,1,1,5,2,0,7,8,1,3,9,0,1,875,1939,9,0,0,50689,50689,33607,19920518,00,0125,0,1,Rachel V.,724-7427
4056,2020,118252100,S,9999,Jun  1 1987 12:00AM,1,1,4,2,0,7,1,1,3,9,0,1,821,1940,9,0,0,52452,52452,34776,19870620,00,0125,0,1,Rachel V.,724-7427
4057,2020,11825212B,S,9999,Jan 26 2015 12:00AM,1,1,4,1,2,7,8,2,3,3,1,1,588,1958,9,0,0,33580,33580,22264,20150127,00,0125,0,1,Rachel V.,724-7427
4058,2020,118252310,S,9999,Mar  1 2003 12:00AM,1,1,5,3,3,7,8,2,3,9,0,1,1200,1945,9,0,0,57415,57415,38066,20031002,00,0125,0,1,Rachel V.,724-7427
4059,2020,118252420,S,9999,Jan  1 2005 12:00AM,1,1,4,1,3,7,8,1,3,9,0,1,560,1951,9,0,0,51441,51441,34105,20050111,00,0125,0,1,Rachel V.,724-7427
4060,2020,11825277B,S,9999,Aug  1 1985 12:00AM,1,1,3,1,3,6,8,2,5,9,0,1,1139,1948,9,0,0,47545,47545,31522,19851030,00,0125,0,1,Rachel V.,724-7427
4061,2020,118253110,S,9999,Jan 26 2015 12:00AM,1,1,5,1,0,7,8,2,3,9,0,1,805,1958,9,0,0,41214,41214,27325,20150127,00,0125,0,1,Rachel V.,724-7427
4062,2020,11825324B,S,9999,Jan 26 2015 12:00AM,1,1,4,1,0,7,8,2,3,3,1,1,552,1947,9,0,0,36056,36056,23905,20150127,00,0125,0,1,Rachel V.,724-7427
4063,2020,11825343A,S,9999,Jul 15 2015 12:00AM,1,1,3,1,2,7,9,9,4,9,0,1,550,1948,9,0,0,33985,33985,22532,20150715,00,0125,0,1,Rachel V.,724-7427
4064,2020,118260150,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,8,2,3,3,1,1,788,1952,9,0,0,46484,46484,30819,20150127,00,0125,0,1,Rachel V.,724-7427
4065,2020,118260160,S,9999,Apr  1 2003 12:00AM,1,1,4,1,0,3,8,2,3,3,1,1,1076,1945,9,0,0,46983,46983,31150,20030903,00,0125,0,1,Rachel V.,724-7427
4066,2020,118260250,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,9,1,3,3,1,1,676,1952,9,0,0,44954,44954,29805,20150127,00,0125,0,1,Rachel V.,724-7427
4067,2020,118260370,S,9999,Jan  1 2007 12:00AM,1,1,5,1,3,7,8,1,3,3,1,1,1170,1948,9,0,0,83292,83292,55223,20070129,00,0125,0,1,Rachel V.,724-7427
4068,2020,118260380,S,9999,Mar  1 2003 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,899,1944,9,0,0,48490,48490,32149,20031003,00,0125,0,1,Rachel V.,724-7427
4069,2020,118260410,S,9999,Jan 26 2015 12:00AM,1,1,5,2,3,7,8,1,4,3,1,2,755,1946,3,1,0,49611,49611,32892,20150127,00,0125,0,1,Rachel V.,724-7427
4070,2020,118260440,S,9999,Jun  1 2010 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,828,1952,9,0,0,60523,60523,40127,20101027,00,0125,0,1,Rachel V.,724-7427
4071,2020,118260500,S,9999,Jan  1 2007 12:00AM,1,1,4,1,0,7,4,1,3,3,1,1,784,1950,9,0,0,71971,71971,47717,20070130,00,0125,0,1,Rachel V.,724-7427
4072,2020,118260510,S,9999,Apr  1 2003 12:00AM,1,1,3,3,3,7,8,2,3,9,0,1,804,1954,9,0,0,48366,48366,32067,20030903,00,0125,0,1,Rachel V.,724-7427
4073,2020,118260550,S,9999,Mar  1 2003 12:00AM,1,1,6,1,4,7,8,2,6,3,1,1,672,1947,9,0,0,53604,53604,35539,20121212,00,0125,0,1,Rachel V.,724-7427
4074,2020,118260760,S,9999,Jan 26 2015 12:00AM,1,1,4,2,3,7,8,2,3,9,0,1,480,1944,3,1,0,38934,38934,25813,20150127,00,0125,0,1,Rachel V.,724-7427
4075,2020,118260790,S,9999,Jan  1 2007 12:00AM,1,1,4,1,3,7,8,1,3,9,0,1,957,1954,9,0,0,69783,69783,46266,20070129,00,0125,0,1,Rachel V.,724-7427
4076,2020,118260890,S,9999,Jan 26 2015 12:00AM,1,1,4,2,0,7,8,2,3,9,0,1,518,1946,9,0,0,38695,38695,25655,20150127,00,0125,0,1,Rachel V.,724-7427
4077,2020,118260930,S,9999,Jan 26 2015 12:00AM,1,1,5,2,3,7,6,1,3,9,0,1,563,1950,9,0,0,42192,42192,27973,20150127,00,0125,0,1,Rachel V.,724-7427
4078,2020,118260940,S,9999,Jan  1 2007 12:00AM,1,1,7,1,7,7,8,1,3,9,0,1,1360,1954,9,0,0,90130,90130,59756,20070129,00,0125,0,1,Rachel V.,724-7427
4079,2020,118260960,S,9999,Mar  1 2003 12:00AM,1,1,4,2,3,7,8,2,3,3,1,1,884,1945,9,0,0,48743,48743,32317,20031002,00,0125,0,1,Rachel V.,724-7427
4080,2020,118261150,S,9999,Jun  1 1967 12:00AM,1,1,5,2,3,7,8,2,3,9,0,1,976,1944,9,0,0,50203,50203,33285,19760112,00,0125,0,1,Rachel V.,724-7427
4081,2020,118261160,S,9999,Apr  1 2004 12:00AM,1,1,6,2,3,7,8,2,6,3,1,1,930,1942,9,0,0,49783,49783,33006,20040730,00,0125,0,1,Rachel V.,724-7427
4082,2020,118261340,S,9999,Mar  1 2003 12:00AM,1,1,5,2,3,7,8,1,3,3,1,1,1096,1948,9,0,0,56428,56428,37412,20031027,00,0125,0,1,Rachel V.,724-7427
4083,2020,11826148B,S,9999,Mar  1 2003 12:00AM,1,1,5,1,3,7,8,2,3,9,0,1,1066,1947,9,0,0,46248,46248,30662,20031024,00,0125,0,1,Rachel V.,724-7427
4084,2020,118261490,S,9999,Jan 26 2015 12:00AM,1,1,3,2,0,7,6,1,3,3,2,2,685,1970,3,1,0,48443,48443,32118,20150127,00,0125,0,1,Rachel V.,724-7427
4085,2020,11826154B,S,9999,Oct  1 1980 12:00AM,1,1,8,1,0,7,8,1,5,3,2,1,1465,1964,9,0,0,53749,53749,35636,19801113,00,0125,0,1,Rachel V.,724-7427
4086,2020,118261620,S,9999,Jan 26 2015 12:00AM,1,1,3,1,3,7,8,2,3,9,0,1,640,1945,9,0,0,37610,37610,24935,20150127,00,0125,0,1,Rachel V.,724-7427
4087,2020,118261630,S,9999,Nov  1 1966 12:00AM,1,1,5,1,0,7,8,2,3,9,0,1,920,1958,9,0,0,43517,43517,28852,19760105,00,0125,0,1,Rachel V.,724-7427
4088,2020,118261690,S,9999,Feb  1 1977 12:00AM,1,1,6,1,3,7,8,2,3,9,0,1,897,1947,1,1,0,45117,45117,29913,19770728,00,0125,0,1,Rachel V.,724-7427
4089,2020,118261840,S,9999,Jan 26 2015 12:00AM,1,1,5,1,2,7,8,1,3,3,1,2,745,1962,9,0,0,42689,42689,28303,20150127,00,0125,0,1,Rachel V.,724-7427
4090,2020,118261950,S,9999,Jan 26 2015 12:00AM,1,1,4,1,2,7,8,2,6,9,0,1,516,1948,9,0,0,34592,34592,22934,20150127,00,0125,0,1,Rachel V.,724-7427
4091,2020,118261980,S,9999,Apr  1 2003 12:00AM,1,1,7,2,3,1,8,1,3,9,0,1,1731,1966,9,0,0,68300,68300,45283,20030521,00,0125,0,1,Rachel V.,724-7427
